
admin.logentry:id,action_time,user,content_type,object_id,object_repr,action_flag,change_message
32,2008-11-04 02:11:20,1,9,456,"U.S. Senate, Colorado (2008)",2,Changed deck.
31,2008-11-04 02:09:41,1,10,1160,John Sidney McCain III (Republican),2,Changed is_key.
30,2008-11-04 02:09:33,1,10,1161,Barack Hussein Obama Jr. (Democratic),2,Changed is_key.
29,2008-11-04 02:08:36,1,10,1519,Robert W. Schaffer (Republican),2,Changed is_key.
28,2008-11-04 02:08:12,1,10,1520,Mark E. Udall (Democratic),2,Changed is_key.
27,2008-11-04 02:07:33,1,10,1510,Mark Begich (Democratic),2,Changed is_key.
26,2008-11-04 02:06:23,1,9,468,"U.S. Senate, Oklahoma (2008)",2,Changed last_race and deck.
25,2008-11-04 02:05:52,1,9,456,"U.S. Senate, Colorado (2008)",2,Changed deck.
24,2008-11-04 02:05:33,1,9,472,"U.S. Senate, New Mexico (2008)",2,Changed headline and deck.
23,2008-11-04 02:05:13,1,9,470,"U.S. Senate, New Hampshire (2008)",2,Changed headline and deck.
22,2008-11-04 02:03:18,1,9,474,"U.S. Senate, Kentucky (2008)",2,Changed headline and deck.
21,2008-11-04 02:03:00,1,9,454,"U.S. Senate, Alaska (2008)",2,Changed headline and deck.
20,2008-11-04 02:01:38,1,9,454,"U.S. Senate, Alaska (2008)",2,"Changed last_race, headline, deck and body."
19,2008-11-04 02:00:24,1,9,474,"U.S. Senate, Kentucky (2008)",2,"Changed last_race, headline and body."
18,2008-11-04 01:59:42,1,9,470,"U.S. Senate, New Hampshire (2008)",2,"Changed last_race, headline and body."
17,2008-11-04 01:59:01,1,9,472,"U.S. Senate, New Mexico (2008)",2,"Changed last_race, is_key, headline and body."
16,2008-11-04 01:56:59,1,9,456,"U.S. Senate, Colorado (2008)",2,"Changed last_race, is_key, headline and body."
15,2008-11-04 01:54:27,1,9,468,"U.S. Senate, Oklahoma (2008)",2,Changed headline and body.
14,2008-11-04 01:10:47,1,10,1514,Ted Stevens (Republican),2,Changed is_key.
13,2008-11-04 01:10:25,1,10,1571,Mitch McConnell (Republican),2,Changed is_key.
12,2008-11-04 01:09:39,1,10,1570,William Bruce Lunsford (Democratic),2,Changed is_key.
11,2008-11-04 01:09:03,1,10,1562,John E. Sununu (Republican),2,Changed is_key.
10,2008-11-04 01:08:35,1,10,1561,Jeanne Shaheen (Democratic),2,Changed is_key.
9,2008-11-04 01:07:29,1,10,1565,Stevan E. Pearce (Republican),2,Changed is_key.
8,2008-11-04 01:07:17,1,10,1566,Tom S. Udall (Democratic),2,Changed is_key.
7,2008-11-04 01:06:12,1,10,1553,James M. Inhofe (Republican),2,Changed is_key.
6,2008-11-04 01:05:48,1,10,1554,Andrew Rice (Democratic),2,Changed is_key.
5,2008-11-04 01:05:13,1,9,454,"U.S. Senate, Alaska (2008)",2,Changed is_key.
4,2008-11-04 01:04:57,1,9,474,"U.S. Senate, Kentucky (2008)",2,Changed is_key.
3,2008-11-04 01:04:40,1,9,470,"U.S. Senate, New Hampshire (2008)",2,Changed is_key.
2,2008-11-04 01:04:06,1,9,468,"U.S. Senate, Oklahoma (2008)",2,Changed is_key.
1,2008-11-04 01:03:22,1,9,950,President of the United States (2008),2,Changed is_key.

auth.permission:id,name,content_type,codename
1,Can add log entry,1,add_logentry
2,Can change log entry,1,change_logentry
3,Can delete log entry,1,delete_logentry
7,Can add group,3,add_group
13,Can add message,5,add_message
4,Can add permission,2,add_permission
10,Can add user,4,add_user
8,Can change group,3,change_group
14,Can change message,5,change_message
5,Can change permission,2,change_permission
11,Can change user,4,change_user
9,Can delete group,3,delete_group
15,Can delete message,5,delete_message
6,Can delete permission,2,delete_permission
12,Can delete user,4,delete_user
16,Can add content type,6,add_contenttype
17,Can change content type,6,change_contenttype
18,Can delete content type,6,delete_contenttype
34,Can add endorsement,12,add_endorsement
31,Can add organization,11,add_organization
35,Can change endorsement,12,change_endorsement
32,Can change organization,11,change_organization
36,Can delete endorsement,12,delete_endorsement
33,Can delete organization,11,delete_organization
28,Can add candidate,10,add_candidate
25,Can add race,9,add_race
29,Can change candidate,10,change_candidate
26,Can change race,9,change_race
30,Can delete candidate,10,delete_candidate
27,Can delete race,9,delete_race
19,Can add session,7,add_session
20,Can change session,7,change_session
21,Can delete session,7,delete_session
22,Can add site,8,add_site
23,Can change site,8,change_site
24,Can delete site,8,delete_site

auth.user:id,username,first_name,last_name,email,password,is_staff,is_active,is_superuser,last_login,date_joined,groups,user_permissions
1,admin, , ,admin@envirovote.us,sha1$82540$63ad33deebdc60d4769c8c22e7f5f6481dcf6d89,True,True,True,2008-11-04 01:02:48,2008-11-01 19:59:16,,

contenttypes.contenttype:id,name,app_label,model
10,candidate,races,candidate
6,content type,contenttypes,contenttype
12,endorsement,endorsements,endorsement
3,group,auth,group
1,log entry,admin,logentry
5,message,auth,message
11,organization,endorsements,organization
2,permission,auth,permission
9,race,races,race
7,session,sessions,session
8,site,sites,site
4,user,auth,user

sessions.session:session_key,session_data,expire_date
cc976bcbc45d095ce6e6ebec56924681,"gAJ9cQEoVRJfYXV0aF91c2VyX2JhY2tlbmRxAlUpZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5k
cy5Nb2RlbEJhY2tlbmRxA1UNX2F1dGhfdXNlcl9pZHEESwF1Ljg5YTZjYTMyNTdhNmIzNWVlODk2
NTE5NzcxNjJmODFl
",2008-11-18 01:02:48

sites.site:id,domain,name
395,Kirsten E. Gillibrand,"Democratic, Working Families",http://votesmart.org/canphoto/65147.jpg,150,False,1,,,65147,
396,Robert M. Goodman,"Republican, Conservative",,149,False,0,,,44197,
397,Cartrell Gore,Conservative,http://votesmart.org/canphoto/55154.JPG,145,False,0,,,55154,
398,Salvatore Grupico,"Republican, Conservative",,151,False,0,,,44576,
399,John Hall,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/69119.jpg,152,False,1,,,69119,
400,Richard L. Hanna,"Republican, Conservative, Independence",,141,False,0,,,110344,
401,Howie Hawkins,Green Populist,http://votesmart.org/canphoto/1019.JPG,153,False,0,,,1019,
402,Robert G. Heim,Republican,,154,False,0,,,66878,
403,Brian M. Higgins,"Democratic, Working Families",,155,False,1,,,23127,
404,Maurice D. Hinchey,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/26989.jpg,156,False,1,,,26989,
405,Daniel J. Humiston,"Republican, Independence",,155,False,0,,,110356,
406,Steve J. Israel,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/55440.jpg,157,False,1,,,55440,
407,Peter T. King,"Republican, Conservative, Independence",http://votesmart.org/canphoto/26968.JPG,158,False,1,,,26968,
408,Martin Koppel,Socialist Workers Party,,147,False,0,,,44665,
409,Alice Kryzan,Democratic,,159,False,0,,,110349,
410,John R. Kuhl Jr.,"Republican, Conservative, Independence",http://votesmart.org/canphoto/4233.jpg,160,False,1,,,4233,
411,Kieran Michael Lalor,"Republican, Conservative",,152,False,0,,,110320,
412,Christopher J. Lee,"Republican, Conservative, Independence",,159,False,0,,,110348,
413,Grace Lin,"Republican, Conservative",http://votesmart.org/canphoto/110282.jpg,161,False,0,,,110282,
414,Graham E. Long,"Democratic, Working Families",,158,False,0,,,110261,
415,Nita M. Lowey,"Democratic, Working Families",http://votesmart.org/canphoto/26982.jpg,162,False,1,,,26982,
416,Daniel B. Maffei,"Democratic, Working Families",,153,False,0,,,68959,
417,Carolyn B. Maloney,"Democratic, Working Families",http://votesmart.org/canphoto/26978.JPG,154,False,1,,,26978,
418,Jack M. Martins,"Republican, Conservative",,163,False,0,,,110269,
419,Eric J.J Massa,"Democratic, Working Families",,160,False,0,,,69120,
420,Isaiah Matos,Libertarian,,154,False,0,,,110796,
421,Carolyn McCarthy,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/693.JPG,163,False,1,,,693,
422,John M. McHugh,"Republican, Conservative, Independence",http://votesmart.org/canphoto/26986.jpg,164,False,1,,,26986,
423,Michael E. McMahon,"Democratic, Working Families",http://votesmart.org/canphoto/44728.jpg,139,False,0,,,44728,
424,Gregory W. Meeks,Democratic,http://votesmart.org/canphoto/4360.JPG,165,False,1,,,4360,
425,Ali Mohamed,"Republican, Conservative",,166,False,0,,,44430,
426,Jerrold L. Nadler,"Democratic, Working Families",http://votesmart.org/canphoto/26980.jpg,161,False,1,,,26980,
427,Michael P. Oot,"Democratic, Working Families",http://votesmart.org/canphoto/110341.jpg,164,False,0,,,110341,
428,George K. Phillips,"Republican, Conservative",,156,False,0,,,110340,
429,Gonzalo M. Policarpio Jr.,Conservative,,140,False,0,,,45013,
430,Jonathan P. Powers,Working Families,,159,False,0,,,110351,
431,Charles B. Rangel,"Democratic, Working Families",http://votesmart.org/canphoto/26979.jpg,147,False,1,,,26979,
432,Allan E. Romaguera,"Republican, Conservative",,167,False,0,,,44735,
433,Jim Russell,"Republican, Conservative",http://votesmart.org/canphoto/44495.jpg,162,False,0,,,44495,
434,Craig Schley,Vote People Change,,147,False,0,,,110797,
435,Harold W. Schroeder,Conservative,,155,False,0,,,110357,
436,José E. Serrano,"Democratic, Working Families",http://votesmart.org/canphoto/26981.jpg,166,False,1,,,26981,
437,Louise McIntosh Slaughter,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/26991.JPG,146,False,1,,,26991,
438,Frank J. Stalzer,"Republican, Conservative",http://votesmart.org/canphoto/110255.bmp,157,False,0,,,110255,
439,Phillip G. Steck,Independence,,144,False,0,,,91186,
440,Robert A. Straniere,Republican,http://votesmart.org/canphoto/4396.JPG,139,False,0,,,4396,
441,Dale A. Sweetland,"Republican, Conservative",,153,False,0,,,13726,
442,Paul D. Tonko,"Democratic, Working Families",http://votesmart.org/canphoto/4403.JPG,144,False,0,,,4403,
443,Edolphus Towns,Democratic,http://votesmart.org/canphoto/26973.JPG,151,False,1,,,26973,
444,Alexander F. Treadwell,"Republican, Conservative, Independence",,150,False,0,,,110322,
445,Nydia M. Velázquez,"Democratic, Working Families",http://votesmart.org/canphoto/26975.JPG,167,False,1,,,26975,
446,Anthony David Weiner,"Democratic, Working Families",,148,False,1,,,23162,
447,Lee M. Zeldin,"Republican, Conservative",,142,False,0,,,110252,
448,Jason Altmire,Democratic,http://votesmart.org/canphoto/59999.jpg,168,False,1,,,59999,
449,Philip J. Avillo Jr.,Democratic,,169,False,0,,,60027,
450,Louis J. Barletta,Republican,http://votesmart.org/canphoto/47143.JPG,170,False,0,,,47143,
451,Tony Barr,Democratic,,171,False,0,,,68982,
452,Siobhan L. Bennett,Democratic,,172,False,0,,,102442,
453,Robert A. Brady,Democratic,http://votesmart.org/canphoto/2519.JPG,173,False,1,,,2519,
454,Christopher P. Carney,Democratic,http://votesmart.org/canphoto/60032.jpg,174,False,1,,,60032,
455,Kathy Dahlkemper,Democratic,,175,False,0,,,102423,
456,Charles W. Dent,Republican,http://votesmart.org/canphoto/9121.JPG,172,False,1,,,9121,
457,Michael F. Doyle Jr.,Democratic,http://votesmart.org/canphoto/21853.jpg,176,False,1,,,21853,
458,Philip English,Republican,http://votesmart.org/canphoto/21865.jpg,175,False,1,,,21865,
459,Chaka Fattah Sr.,Democratic,http://votesmart.org/canphoto/21850.JPG,177,False,1,,,21850,
460,Daniel Frank,Constitution,http://votesmart.org/canphoto/109635.gif,178,False,0,,,109635,
461,James Fryman,Libertarian,,179,False,0,,,109634,
462,Jim Gerlach,Republican,,180,False,1,,,5226,
463,Toni Gilhooley,Republican,,181,False,0,,,102444,
464,Chris Hackett,Republican,,174,False,0,,,102436,
465,Melissa A. Hart,Republican,,168,False,0,,,5224,
466,Tim Holden,Democratic,http://votesmart.org/canphoto/27042.JPG,181,False,1,,,27042,
467,Paul E. Kanjorski,Democratic,http://votesmart.org/canphoto/27047.JPG,170,False,1,,,27047,
468,Marina Kats,Republican,http://votesmart.org/canphoto/102440.jpg,182,False,0,,,102440,
469,Adam A. Lang,Republican,,177,False,0,,,110655,
470,Tom Lingenfelter,Independent,,183,False,0,,,23838,
471,Tom Manion,Republican,,183,False,0,,,102435,
472,Mark B. McCracken,Democratic,http://votesmart.org/canphoto/94788.gif,179,False,0,,,94788,
473,John P. McDermott,Constitution,,182,False,0,,,55712,
474,Mike Muhammad,Republican,,173,False,0,,,102421,
475,John A. Murphy,Independent,,178,False,0,,,68929,
476,Patrick J. Murphy,Democratic,http://votesmart.org/canphoto/60031.jpg,183,False,1,,,60031,
477,Tim Murphy,Republican,http://votesmart.org/canphoto/9794.jpg,184,False,1,,,9794,
478,John P. Murtha,Democratic,http://votesmart.org/canphoto/27048.jpg,185,False,1,,,27048,
479,Christopher Titus North,Green Party,http://votesmart.org/canphoto/68928.jpg,176,False,0,,,68928,
480,Steve O'Donnell,Democratic,,184,False,0,,,60193,
481,Joseph R. Pitts,Republican,http://votesmart.org/canphoto/265.jpg,178,False,1,,,265,
482,Todd Russell Platts,Republican,http://votesmart.org/canphoto/9211.jpg,169,False,1,,,9211,
483,Bob Roggio,Democratic,http://votesmart.org/canphoto/102433.jpg,180,False,0,,,102433,
484,William Russell,Republican,,185,False,0,,,102439,
485,Allyson Y. Schwartz,Democratic,,182,False,1,,,5239,
486,Joseph A. Sestak Jr.,Democratic,http://votesmart.org/canphoto/58333.jpg,186,False,1,,,58333,
487,Bill Shuster,Republican,http://votesmart.org/canphoto/55693.jpg,171,False,1,,,55693,
488,Bruce A. Slater,Democratic,http://votesmart.org/canphoto/102443.gif,178,False,0,,,102443,
489,Glenn W. Thompson Jr.,Republican,,179,False,0,,,24046,
490,W. Craig Williams,Republican,,186,False,0,,,102434,
491,Steven Austria,Republican,,187,False,0,,,23398,
492,John A. Boccieri,Democratic,http://votesmart.org/canphoto/45694.JPG,188,False,1,,,45694,
493,John A. Boehner,Republican,http://votesmart.org/canphoto/27015.JPG,189,False,1,,,27015,
494,Mike Carroll,Democratic,,190,False,0,,,102652,
495,Steven J. Chabot,Republican,http://votesmart.org/canphoto/21790.JPG,191,False,1,,,21790,
496,Paul Conroy,Libertarian,http://votesmart.org/canphoto/110443.bmp,192,False,0,,,110443,
497,Fred L. Dailey,Republican,,193,False,0,,,102711,
498,Steven L. Driehaus,Democratic,http://votesmart.org/canphoto/45110.JPG,191,False,0,,,45110,
499,Don Elijah Eckhart,Non-partisan,http://votesmart.org/canphoto/45199.bmp,194,False,0,,,45199,
500,Marcia L. Fudge,Democratic,,195,False,0,,,110640,
501,Duane V. Grassell,Republican,,196,False,0,,,102709,
502,James Jordan,Republican,http://votesmart.org/canphoto/8158.JPG,190,False,1,,,8158,
503,Marcy Kaptur,Democratic,http://votesmart.org/canphoto/27016.JPG,197,False,1,,,27016,
504,Mary Jo Kilroy,Democratic,,194,False,0,,,95759,
505,David H. Krikorian,Independent,http://votesmart.org/canphoto/109570.jpg,198,False,0,,,109570,
506,Dennis J. Kucinich,Democratic,http://votesmart.org/canphoto/318.jpg,192,False,1,,,318,
507,Steven C. LaTourette,Republican,http://votesmart.org/canphoto/21798.JPG,199,False,1,,,21798,
508,Robert Edward Latta,Republican,http://votesmart.org/canphoto/9926.JPG,200,False,1,,,9926,
509,Bradley S. Leavitt,Republican,,197,False,0,,,58252,
510,Steven R. Linnabary,Libertarian,http://votesmart.org/canphoto/110446.jpg,201,False,0,,,110446,
511,David Macko,Libertarian,http://votesmart.org/canphoto/110450.jpg,199,False,0,,,110450,
512,George F. Mays,Democratic,,200,False,0,,,99531,
513,Jane Mitakides,Democratic,,202,False,0,,,45144,
514,Mark Michael Noble,Libertarian,http://votesmart.org/canphoto/110452.jpg,194,False,0,,,110452,
515,William O'Neill,Democratic,,199,False,0,,,102705,
516,Thomas Pekarek,Republican,,195,False,0,,,9883,
517,David S. Potter,Republican,,203,False,0,,,102702,
518,David Robinson,Democratic,http://votesmart.org/canphoto/102692.JPG,201,False,0,,,102692,
519,Timothy J. Ryan,Democratic,http://votesmart.org/canphoto/45638.JPG,196,False,1,,,45638,
520,Jean Schmidt,Republican,http://votesmart.org/canphoto/45475.jpg,198,False,1,,,45475,
521,J. Kirk Schuring,Republican,http://votesmart.org/canphoto/8388.JPG,188,False,1,,,8388,
522,Zachary T. Space,Democratic,http://votesmart.org/canphoto/56847.JPG,193,False,1,,,56847,
523,Dennis Spisak,Green Party,,204,False,0,,,110717,
524,Steve Stivers,Republican,,194,False,1,,,45333,
525,Richard D. Stobbs,Republican,,204,False,0,,,58249,
526,Betty Sutton,Democratic,http://votesmart.org/canphoto/8394.JPG,203,False,1,,,8394,
527,Sharen Swartz Neuhardt,Democratic,,187,False,0,,,102664,
528,Patrick J. Tiberi,Republican,http://votesmart.org/canphoto/8404.jpg,201,False,1,,,8404,
529,James Peter Trakas,Republican,http://votesmart.org/canphoto/23422.JPG,192,False,0,,,23422,
530,Michael R. Turner,Republican,http://votesmart.org/canphoto/45519.jpg,202,False,1,,,45519,
531,Nicholas A. Von Stein,Democratic,,189,False,0,,,102671,
532,Victoria Wells Wulsin,Democratic,,198,False,0,,,56842,
533,Charles A. Wilson Jr.,Democratic,http://votesmart.org/canphoto/10092.JPG,204,False,1,,,10092,
534,Marcia L. Fudge,Democratic,,195,False,0,,,110640,
535,Ethan A. Berkowitz,Democratic,http://votesmart.org/canphoto/12804.JPG,205,False,0,,,12804,
536,Don R. Wright,Alaskan Independence,,205,False,0,,,15799,
537,Donald E. Young,Republican,http://votesmart.org/canphoto/26717.jpg,205,False,1,,,26717,
538,Robert Marion Berry,Democratic,http://votesmart.org/canphoto/430.jpg,206,False,1,,,430,
539,John N. Boozman,Republican,http://votesmart.org/canphoto/27958.jpg,207,False,1,,,27958,
540,Joshua Drake,Green Party,http://votesmart.org/canphoto/105120.jpg,208,False,0,,,105120,
541,Deborah S. McFarland,Green,http://votesmart.org/canphoto/109370.jpg,209,False,0,,,109370,
542,Mike Ross,Democratic,http://votesmart.org/canphoto/24571.jpg,208,False,1,,,24571,
543,Victor F. Snyder,Democratic,http://votesmart.org/canphoto/434.jpg,209,False,1,,,434,
544,Abel Tomlinson,Green Party,http://votesmart.org/canphoto/105119.gif,207,False,0,,,105119,
545,Christopher M. Agrella,Libertarian,http://votesmart.org/canphoto/104278.jpg,210,False,0,,,104278,
546,Dean Andal,Republican,,211,False,0,,,104256,
547,Christina Avalos,Democratic,http://votesmart.org/canphoto/16668.JPG,212,False,0,,,16668,
548,Rosemarie Avila,Republican,,213,False,0,,,57330,
549,Joe Baca,Democratic,http://votesmart.org/canphoto/8039.jpg,214,False,1,,,8039,
550,Christopher Balding,Republican,http://votesmart.org/canphoto/104276.jpg,215,False,0,,,104276,
551,Xavier Becerra,Democratic,http://votesmart.org/canphoto/26754.jpg,216,False,1,,,26754,
552,Michael Benoit,Libertarian,http://votesmart.org/canphoto/29420.JPG,217,False,0,,,29420,
553,Philip Zimt Berg,Libertarian,,218,False,0,,,59813,
554,Howard L. Berman,Democratic,http://votesmart.org/canphoto/26756.jpg,219,False,1,,,26756,
555,Brian P. Bilbray,Republican,http://votesmart.org/canphoto/21916.jpg,220,False,1,,,21916,
556,Mary Whitaker Bono Mack,Republican,http://votesmart.org/canphoto/1434.JPG,221,False,1,,,1434,
557,Julie Bornstein,Democratic,,221,False,0,,,104291,
558,Carol Brouillet,Green,http://votesmart.org/canphoto/56920.jpg,222,False,0,,,56920,
559,Charles Duane Brown,Democratic,,223,False,0,,,59800,
560,Ted Brown,Libertarian,http://votesmart.org/canphoto/9771.jpg,224,False,0,,,9771,
561,William A. Callison,Peace and Freedom,,225,False,0,,,22048,
562,Ken S. Calvert,Republican,http://votesmart.org/canphoto/26777.JPG,226,False,1,,,26777,
563,John B.T. Campbell III,Republican,http://votesmart.org/canphoto/29368.jpg,227,False,1,,,29368,
564,Lois Capps,Democratic,http://votesmart.org/canphoto/16886.JPG,228,False,1,,,16886,
565,Dennis A. Cardoza,Democratic,http://votesmart.org/canphoto/9680.jpg,229,False,1,,,9680,
566,Edwin Chau,Democratic,,230,False,0,,,104286,
567,Raymond Chui,Republican,http://votesmart.org/canphoto/104260.jpg,231,False,0,,,104260,
568,Jacquese L. Conaway,Democratic,,232,False,0,,,104270,
569,Greg Conlon,Republican,,233,False,0,,,102994,
570,Debbie Cook,Democratic,http://votesmart.org/canphoto/70125.jpg,234,False,0,,,70125,
571,Joyce Stoer Cordi,Republican,,235,False,0,,,104262,
572,Jim Costa,Democratic,http://votesmart.org/canphoto/3577.jpg,236,False,1,,,3577,
573,Michael Crimmins,Republican,http://votesmart.org/canphoto/104313.jpg,237,False,0,,,104313,
574,David C. Crowley II,Republican,http://votesmart.org/canphoto/104275.jpg,238,False,0,,,104275,
575,Susan A. Davis,Democratic,http://votesmart.org/canphoto/8168.JPG,237,False,1,,,8168,
576,Tim Denton,Libertarian,http://votesmart.org/canphoto/104272.jpg,239,False,0,,,104272,
577,Nicholas Dibs,Independent,,240,False,0,,,110228,
578,David T. Dreier,Republican,http://votesmart.org/canphoto/26765.JPG,224,False,1,,,26765,
579,Wayne Dunlap,Libertarian,http://votesmart.org/canphoto/104303.jpg,220,False,0,,,104303,
580,William E. Durston,Democratic,http://votesmart.org/canphoto/59796.JPG,241,False,0,,,59796,
581,Anna G. Eshoo,Democratic,http://votesmart.org/canphoto/26741.jpg,222,False,1,,,26741,
582,James M. Eyer,Libertarian,,242,False,0,,,29081,
583,Sam Farr,Democratic,http://votesmart.org/canphoto/26745.JPG,243,False,1,,,26745,
584,Bob Filner,Democratic,http://votesmart.org/canphoto/26774.JPG,244,False,1,,,26774,
585,Elton W. Gallegly,Republican,http://votesmart.org/canphoto/26750.JPG,245,False,1,,,26750,
586,Ernst P. Gasteiger,Libertarian,,234,False,0,,,104297,
587,Nicholas Gerber,Republican,http://votesmart.org/canphoto/104254.jpg,246,False,0,,,104254,
588,Brian Gibson,Republican,,247,False,0,,,57295,
589,Lars R. Grossmith,Libertarian,,248,False,0,,,29434,
590,Charles Hahn,Republican,,249,False,0,,,104273,
591,Michael J. Halliwell,Republican,,250,False,0,,,59805,
592,Robert Hamilton,Democratic,http://votesmart.org/canphoto/104300.jpg,248,False,0,,,104300,
593,Charles R. Hargrave,Republican,http://votesmart.org/canphoto/29718.JPG,242,False,0,,,29718,
594,Jane Harman,Democratic,http://votesmart.org/canphoto/26768.JPG,247,False,0,,,26768,
595,Ted Hayes,Republican,,251,False,0,,,104277,
596,Bill Hedrick,Democratic,http://votesmart.org/canphoto/104290.jpg,226,False,0,,,104290,
597,Walter Herger Jr.,Republican,http://votesmart.org/canphoto/26728.JPG,252,False,1,,,26728,
598,Barry Hermanson,Green,http://votesmart.org/canphoto/28783.jpg,233,False,0,,,28783,
599,Brian Holtz,Libertarian,http://votesmart.org/canphoto/29084.JPG,222,False,0,,,29084,
600,Michael M. Honda,Democratic,http://votesmart.org/canphoto/9674.JPG,235,False,1,,,9674,
601,Nathalie Hrizi,"Party for Socialism and Liberation, Peace and Freedom",,233,False,0,,,104259,
602,Duncan D. Hunter,Republican,,217,False,0,,,104308,
603,Darrell Issa,Republican,http://votesmart.org/canphoto/16553.jpg,248,False,1,,,16553,
604,Larry Johnson,Democratic,http://votesmart.org/canphoto/104267.gif,253,False,0,,,104267,
605,Marta Ann Jorgensen,Democratic,http://votesmart.org/canphoto/104268.jpg,245,False,0,,,104268,
606,David Lee Joy,Republican,,244,False,0,,,104305,
607,Matt T. Kokkonen,Republican,,228,False,0,,,28575,
608,Thomas Lash,Green,http://votesmart.org/canphoto/29203.JPG,234,False,0,,,29203,
609,Robert Lauten,American Independent,,213,False,0,,,104298,
610,Barbara J. Lee,Democratic,http://votesmart.org/canphoto/8315.JPG,242,False,1,,,8315,
611,Nick Leibham,Democratic,http://votesmart.org/canphoto/104302.jpg,220,False,0,,,104302,
612,Diane A. Lenning,Republican,,254,False,0,,,104279,
613,Jerry Lewis,Republican,http://votesmart.org/canphoto/26769.JPG,255,False,1,,,26769,
614,Dan G. Litwin,Libertarian,http://votesmart.org/canphoto/57353.JPG,244,False,0,,,57353,
615,Zoe Lofgren,Democratic,http://votesmart.org/canphoto/21899.JPG,256,False,1,,,21899,
616,Jim Lopez,Republican,http://votesmart.org/canphoto/104266.jpg,236,False,0,,,104266,
617,Mike Lumpkin,Democratic,,217,False,0,,,104307,
618,Daniel E. Lungren,Republican,http://votesmart.org/canphoto/16730.jpg,241,False,0,,,16730,
619,Doris O. Matsui,Democratic,http://votesmart.org/canphoto/28593.jpg,257,False,1,,,28593,
620,Kevin McCarthy,Republican,http://votesmart.org/canphoto/28918.JPG,258,False,1,,,28918,
621,Tom McClintock,Republican,http://votesmart.org/canphoto/9715.jpg,223,False,1,,,9715,
622,Camden W. McConnell,Libertarian,http://votesmart.org/canphoto/59809.jpg,225,False,0,,,59809,
623,Howard P. McKeon,Republican,http://votesmart.org/canphoto/26755.JPG,232,False,1,,,26755,
624,Gerald McNerney,Democratic,http://votesmart.org/canphoto/29474.jpg,211,False,1,,,29474,
625,Gary G. Miller,Republican,,230,False,1,,,8346,
626,George Miller,Democratic,,225,False,1,,,26734,
627,Jeff Morris,Democratic,http://votesmart.org/canphoto/81784.jpg,252,False,0,,,81784,
628,Peter Myers,Green,http://votesmart.org/canphoto/104263.jpg,235,False,0,,,104263,
629,Grace Flores Napolitano,Democratic,http://votesmart.org/canphoto/8393.jpg,210,False,1,,,8393,
630,Devin G. Nunes,Republican,http://votesmart.org/canphoto/16725.JPG,253,False,1,,,16725,
631,Dina J. Padilla,Peace and Freedom,,241,False,0,,,104231,
632,Donald W. Patterson,Libertarian,http://votesmart.org/canphoto/104299.jpg,227,False,0,,,104299,
633,Nancy Pelosi,Democratic,http://votesmart.org/canphoto/26732.JPG,218,False,1,,,26732,
634,Herb Peters,Libertarian,http://votesmart.org/canphoto/29387.JPG,251,False,0,,,29387,
635,Roger Allen Petersen,Republican,http://votesmart.org/canphoto/104247.JPG,225,False,0,,,104247,
636,Kevin Dempsey Peterson,Libertarian,http://votesmart.org/canphoto/104258.jpg,233,False,0,,,104258,
637,Tim Prince,Democratic,,255,False,0,,,104283,
638,Leslie Alan Pyeatt,Libertarian,,249,False,0,,,104274,
639,George P. Radanovich,Republican,http://votesmart.org/canphoto/21911.jpg,259,False,1,,,21911,
640,Laura Richardson,Democratic,http://votesmart.org/canphoto/69508.jpg,240,False,1,,,69508,
641,John Roberts,Republican,,214,False,0,,,71002,
642,LR Roberts,Peace and Freedom,,257,False,0,,,104244,
643,Dana T. Rohrabacher,Republican,http://votesmart.org/canphoto/26763.jpg,234,False,1,,,26763,
644,Lucille Roybal-Allard,Democratic,http://votesmart.org/canphoto/26766.JPG,215,False,1,,,26766,
645,Edward R. Royce,Republican,http://votesmart.org/canphoto/26772.JPG,212,False,1,,,26772,
646,Eugene E. Ruyle,Peace and Freedom,,246,False,0,,,104255,
647,Loretta L. Sanchez,Democratic,http://votesmart.org/canphoto/203.jpg,213,False,1,,,203,
648,Ronny Santana,Republican,http://votesmart.org/canphoto/104261.jpg,222,False,0,,,104261,
649,Adam B. Schiff,Democratic,http://votesmart.org/canphoto/9489.JPG,249,False,1,,,9489,
650,Cindy Sheehan,Independent,,218,False,0,,,105373,
651,Brad J. Sherman,Democratic,http://votesmart.org/canphoto/142.jpg,239,False,1,,,142,
652,Navraj Singh,Republican,,239,False,0,,,104271,
653,Paul A. Smith,Republican,,257,False,0,,,104243,
654,Joel R. Smolen,Libertarian,http://votesmart.org/canphoto/29302.JPG,250,False,0,,,29302,
655,Hilda L. Solis,Democratic,http://votesmart.org/canphoto/3585.jpg,260,False,1,,,3585,
656,K. Jacqueline Speier,Democratic,http://votesmart.org/canphoto/8425.JPG,233,False,1,,,8425,
657,Fortney H. Stark,Democratic,http://votesmart.org/canphoto/26736.jpg,231,False,1,,,26736,
658,Zane Starkewolf,Republican,http://votesmart.org/canphoto/104221.jpg,261,False,0,,,104221,
