
auth.permission:id,name,content_type,codename
1,Can add log entry,1,add_logentry
2,Can change log entry,1,change_logentry
3,Can delete log entry,1,delete_logentry
7,Can add group,3,add_group
13,Can add message,5,add_message
4,Can add permission,2,add_permission
10,Can add user,4,add_user
8,Can change group,3,change_group
14,Can change message,5,change_message
5,Can change permission,2,change_permission
11,Can change user,4,change_user
9,Can delete group,3,delete_group
15,Can delete message,5,delete_message
6,Can delete permission,2,delete_permission
12,Can delete user,4,delete_user
16,Can add content type,6,add_contenttype
17,Can change content type,6,change_contenttype
18,Can delete content type,6,delete_contenttype
34,Can add endorsement,12,add_endorsement
31,Can add organization,11,add_organization
35,Can change endorsement,12,change_endorsement
32,Can change organization,11,change_organization
36,Can delete endorsement,12,delete_endorsement
33,Can delete organization,11,delete_organization
28,Can add candidate,10,add_candidate
25,Can add race,9,add_race
29,Can change candidate,10,change_candidate
26,Can change race,9,change_race
30,Can delete candidate,10,delete_candidate
27,Can delete race,9,delete_race
19,Can add session,7,add_session
20,Can change session,7,change_session
21,Can delete session,7,delete_session
22,Can add site,8,add_site
23,Can change site,8,change_site
24,Can delete site,8,delete_site

auth.user:id,username,first_name,last_name,email,password,is_staff,is_active,is_superuser,last_login,date_joined,groups,user_permissions
1,admin, , ,admin@envirovote.us,sha1$82540$63ad33deebdc60d4769c8c22e7f5f6481dcf6d89,True,True,True,2008-11-01 19:59:16,2008-11-01 19:59:16,,

contenttypes.contenttype:id,name,app_label,model
10,candidate,races,candidate
6,content type,contenttypes,contenttype
12,endorsement,endorsements,endorsement
3,group,auth,group
1,log entry,admin,logentry
5,message,auth,message
11,organization,endorsements,organization
2,permission,auth,permission
9,race,races,race
7,session,sessions,session
8,site,sites,site
4,user,auth,user

sites.site:id,domain,name
1,example.com,example.com


races.race:id,race_type,state,district,year,last_race,is_key,headline,deck,body,tally_updated,tally_notes,winner,projected
103,Tom A. Casperson,Republican,http://votesmart.org/canphoto/38110.jpg,40,False,,,,38110,
104,Candace Ruth Caveny,Green Party,http://votesmart.org/canphoto/69338.jpg,41,False,,,,69338,
105,Andrew D. Concannon,Democratic,,0,False,,,,105289,
106,John Conyers Jr.,Democratic,http://votesmart.org/canphoto/26904.jpg,42,False,2006,,,26904,
107,Don Cooney,Democratic,http://votesmart.org/canphoto/76062.jpg,43,False,,,,76062,
108,Bert Copple,Republican,,44,False,,,,105293,
109,George L. Corsetti,Green Party,http://votesmart.org/canphoto/110175.jpg,45,False,,,,110175,
110,Gregory Creswell,Libertarian,http://votesmart.org/canphoto/38336.JPG,0,False,,,,38336,
111,Robert H. Denison,Democratic,,0,False,,,,38005,
112,John D. Dingell,Democratic,http://votesmart.org/canphoto/26917.JPG,46,False,2006,,,26917,
113,Vernon J. Ehlers,Republican,,47,False,2006,,,26907,
114,John Emerick,U.S. Taxpayers,,0,False,,,,54470,
115,Adam Goodman,Libertarian,,0,False,,,,68855,
116,Ronald E. Graeser,U.S. Taxpayers,http://votesmart.org/canphoto/54478.JPG,48,False,,,,54478,
117,Daniel W. Grow,Libertarian,,0,False,,,,109716,
118,Edward Gubics,Republican,http://votesmart.org/canphoto/105294.jpg,0,False,,,,105294,
119,Erwin J. Haas,Libertarian,http://votesmart.org/canphoto/781.JPG,0,False,,,,781,
120,Peter Hoekstra,Republican,http://votesmart.org/canphoto/26910.jpg,0,False,2006,,,26910,
121,Allitta Hren,Libertarian,,0,False,,,,67173,
122,Dan Johnson,Libertarian,,0,False,,,,109717,
123,Fred Johnson,Democratic,http://votesmart.org/canphoto/105288.jpg,0,False,,,,105288,
124,Jack Kevorkian,Independent Affiliation,,0,False,,,,109722,
125,Dale E. Kildee,Democratic,http://votesmart.org/canphoto/26909.JPG,49,False,2006,,,26909,
126,Carolyn Cheeks Kilpatrick,Democratic,http://votesmart.org/canphoto/522.jpg,0,False,2006,,,522,
127,Joseph K. Knollenberg,Republican,http://votesmart.org/canphoto/26919.jpg,0,False,2006,,,26919,
128,Joseph W. Larkin,Democratic,http://votesmart.org/canphoto/105292.jpg,50,False,,,,105292,
129,Sander M. Levin,Democratic,http://votesmart.org/canphoto/26918.jpg,0,False,2006,,,26918,
130,John J. Lynch,Republican,,0,False,,,,105296,
131,Ken Mathenia,Green Party,http://votesmart.org/canphoto/69335.jpg,0,False,,,,69335,
132,Thaddeus G. McCotter,Republican,http://votesmart.org/canphoto/19847.jpg,0,False,2006,,,19847,
133,Lynn Meadows,Green Party,http://votesmart.org/canphoto/109720.jpg,51,False,,,,109720,
134,Greg Merle,Libertarian,http://votesmart.org/canphoto/109719.JPG,0,False,,,,109719,
135,Candice S. Miller,Republican,http://votesmart.org/canphoto/2062.jpg,0,False,2006,,,2062,
136,William J. Opalicky,Green Party,,0,False,,,,68816,
137,Gary C. Peters,Democratic,http://votesmart.org/canphoto/8749.JPG,0,False,,,,8749,
138,Edward Pinkney,Green Party,,0,False,,,,109718,
139,Kenneth L. Proctor,Libertarian,http://votesmart.org/canphoto/1269.jpg,0,False,,,,1269,
140,Mike Rogers,Republican,http://votesmart.org/canphoto/8751.jpg,0,False,2006,,,8751,
141,Henry A. Sanchez,Democratic,,0,False,,,,19830,
142,Matt Sawicki,Republican,,0,False,,,,105290,
143,Mark Schauer,Democratic,http://votesmart.org/canphoto/12023.jpg,0,False,,,,12023,
144,Leonard Schwartz,Libertarian,,0,False,,,,68850,
145,Richard J. Secula,Libertarian,,0,False,,,,54472,
146,Clyde K. Shabazz,Green Party,,0,False,,,,110176,
147,Erik Shelley,Green Party,http://votesmart.org/canphoto/109724.jpg,0,False,,,,109724,
148,Aimee Smith,Green Party,,0,False,,,,69339,
149,Gregory S. Stempfle,Libertarian,http://votesmart.org/canphoto/19730.jpg,0,False,,,,19730,
150,Neil Kiernan Stephenson,Libertarian,,0,False,,,,109723,
151,Bart T. Stupak,Democratic,http://votesmart.org/canphoto/26912.jpg,0,False,2006,,,26912,
152,Aaron Stuttman,Green Party,,0,False,,,,69337,
153,John J. Tatar,Libertarian,http://votesmart.org/canphoto/12736.JPG,0,False,,,,12736,
154,Lester Townsend,U.S. Taxpayers,http://votesmart.org/canphoto/68858.jpg,0,False,,,,68858,
155,Jean Treacy,Green Party,,0,False,,,,109715,
156,Frederick Stephen Upton,Republican,http://votesmart.org/canphoto/26906.jpg,0,False,2006,,,26906,
157,John Vico,Libertarian,,0,False,,,,109727,
158,James H. Wagner,U.S. Taxpayers,,0,False,,,,109728,
159,Timothy L. Walberg,Republican,http://votesmart.org/canphoto/8618.jpg,0,False,2006,,,8618,
160,Joshua J. Warren,U.S. Taxpayers,,0,False,,,,68035,
161,William Tyler White,Libertarian,http://votesmart.org/canphoto/38069.JPG,0,False,,,,38069,
162,George M. Zimmer,U.S. Taxpayers,,0,False,,,,37650,
163,W. Todd Akin,Republican,http://votesmart.org/canphoto/9301.JPG,52,False,2006,,,9301,
164,Joe Allen,Democratic,http://votesmart.org/canphoto/104464.jpg,53,False,,,,104464,
165,Kevin C. Babcock,Libertarian,http://votesmart.org/canphoto/20405.JPG,54,False,,,,20405,
166,Judy Baker,Democratic,http://votesmart.org/canphoto/39084.JPG,55,False,2006,,,39084,
167,Kay Barnes,Democratic,,56,False,,,,104458,
168,Roy Blunt,Republican,http://votesmart.org/canphoto/418.JPG,57,False,2006,,,418,
169,Dave Browning,Libertarian,,0,False,,,,104460,
170,John Russell Carnahan,Democratic,http://votesmart.org/canphoto/39948.jpg,0,False,2006,,,39948,
171,William Lacy Clay Jr.,Democratic,http://votesmart.org/canphoto/8967.jpg,58,False,2006,,,8967,
172,Emanuel Cleaver II,Democratic,http://votesmart.org/canphoto/39507.jpg,59,False,2006,,,39507,
173,Kevin Craig,Libertarian,http://votesmart.org/canphoto/39580.JPG,0,False,,,,39580,
174,Robb E. Cunningham,Libertarian,http://votesmart.org/canphoto/39078.JPG,0,False,,,,39078,
175,Jo Ann Emerson,Republican,http://votesmart.org/canphoto/903.jpg,0,False,2006,,,903,
176,Samuel B. Graves,Republican,http://votesmart.org/canphoto/9425.jpg,0,False,2006,,,9425,
177,William C. Haas,Democratic,http://votesmart.org/canphoto/20393.jpg,0,False,,,,20393,
178,Thomas L. Knapp,Libertarian,http://votesmart.org/canphoto/39812.gif,0,False,,,,39812,
179,Blaine Luetkemeyer,Republican,http://votesmart.org/canphoto/20400.JPG,0,False,,,,20400,
180,Travis Maddox,Constitution,,0,False,,,,110660,
181,Branden C. McCullough,Libertarian,,0,False,,,,66708,
182,Tamara A. Millay,Libertarian,http://votesmart.org/canphoto/20534.gif,0,False,,,,20534,
183,Richard Monroe,Democratic,,0,False,,,,104461,
184,Jeff Parnell,Republican,http://votesmart.org/canphoto/39290.JPG,60,False,,,,39290,
185,Cynthia Redburn,Constitution,,0,False,,,,110659,
186,Chris Sander,Republican,,0,False,,,,104450,
187,Ike Skelton,Democratic,http://votesmart.org/canphoto/26936.JPG,0,False,2006,,,26936,
188,Richard L. Smith,Constitution,,0,False,,,,39438,
189,Jacob Turk,Republican,http://votesmart.org/canphoto/65309.jpg,0,False,,,,65309,
190,John B. Driscoll,Democratic,http://votesmart.org/canphoto/40708.jpg,61,False,,,,40708,
191,Mike Fellows,Libertarian,,0,False,,,,20925,
192,Dennis Rehberg,Republican,http://votesmart.org/canphoto/404.jpg,0,False,2006,,,404,
193,Deborah Holmes Ms.,Democratic,http://votesmart.org/canphoto/103823.jpg,62,False,,,,103823,
194,Walter C. Minnick,Democratic,,63,False,,,,436,
195,William T. Sali,Republican,http://votesmart.org/canphoto/2916.jpg,0,False,2006,,,2916,
196,Michael K. Simpson,Republican,http://votesmart.org/canphoto/2917.jpg,0,False,2006,,,2917,
197,John Barrow,Democratic,http://votesmart.org/canphoto/31780.JPG,64,False,2006,,,31780,
198,Sanford D. Bishop Jr.,Democratic,http://votesmart.org/canphoto/26817.JPG,65,False,2006,,,26817,
199,Paul C. Broun,Republican,http://votesmart.org/canphoto/70001.jpg,66,False,,,,70001,
200,Stephen Camp,Democratic,,67,False,,,,105100,
201,Nathan Deal,Republican,http://votesmart.org/canphoto/26824.JPG,68,False,2006,,,26824,
202,Lee Ferrell,Republican,,0,False,,,,105099,
203,Hugh Bud Gammon,Democratic,,69,False,,,,105108,
204,Bill Gillespie,Democratic,,70,False,,,,105098,
205,Phil Gingrey,Republican,http://votesmart.org/canphoto/17644.jpg,0,False,2006,,,17644,
206,Rick Goddard,Republican,,71,False,,,,105105,
207,Doug Heckman,Democratic,http://votesmart.org/canphoto/105103.jpg,72,False,,,,105103,
208,Deborah Ann Honeycutt,Republican,http://votesmart.org/canphoto/66356.JPG,73,False,,,,66356,
209,Henry C. Johnson Jr.,Democratic,http://votesmart.org/canphoto/68070.jpg,74,False,2006,,,68070,
210,Bill Jones,Democratic,,75,False,,,,105102,
211,Jack Kingston,Republican,http://votesmart.org/canphoto/26816.JPG,0,False,2006,,,26816,
212,John R. Lewis,Democratic,http://votesmart.org/canphoto/26820.JPG,76,False,2006,,,26820,
213,John Linder,Republican,http://votesmart.org/canphoto/26825.JPG,0,False,2006,,,26825,
214,James Marshall,Democratic,http://votesmart.org/canphoto/31916.jpg,0,False,2006,,,31916,
215,Thomas E. Price,Republican,,0,False,2006,,,11853,
216,Bobby Saxon,Democratic,,0,False,,,,105107,
217,David Scott,Democratic,http://votesmart.org/canphoto/7826.jpg,0,False,2006,,,7826,
218,Jeff Scott,Democratic,,0,False,,,,105106,
219,John Stone II,Republican,http://votesmart.org/canphoto/105110.jpg,0,False,,,,105110,
220,Lynn A. Westmoreland,Republican,http://votesmart.org/canphoto/8001.JPG,0,False,2006,,,8001,
221,Neil Abercrombie,Democratic,http://votesmart.org/canphoto/26827.jpg,77,False,2006,,,26827,
222,Roger B. Evans,Republican,http://votesmart.org/canphoto/32256.jpg,78,False,,,,32256,
223,Mazie K. Hirono,Democratic,http://votesmart.org/canphoto/1677.jpg,0,False,2006,,,1677,
224,Lloyd Jeffrey Mallan Jr.,Libertarian,http://votesmart.org/canphoto/1189.jpg,0,False,,,,1189,
225,Shaun Stenshol,Independent,http://votesmart.org/canphoto/54102.gif,0,False,,,,54102,
226,Steve Tataii,Republican,http://votesmart.org/canphoto/14833.JPG,0,False,,,,14833,
227,Li Zhao,Libertarian,,0,False,,,,17730,
228,Nels Ackerson,Democratic,,79,False,,,,102819,
229,Dan L. Burton,Republican,http://votesmart.org/canphoto/26855.JPG,80,False,2006,,,26855,
230,Stephen E. Buyer,Republican,http://votesmart.org/canphoto/26854.JPG,0,False,2006,,,26854,
231,Gabrielle Campo,Republican,,81,False,,,,109641,
232,André D. Carson,Democratic,,0,False,2008,,,84917,
233,Joe Donnelly Sr.,Democratic,http://votesmart.org/canphoto/34212.jpg,82,False,2006,,,34212,
234,Jeff Duensing,Libertarian,,83,False,,,,109653,
235,Brad Ellsworth,Democratic,http://votesmart.org/canphoto/57497.jpg,84,False,2006,,,57497,
236,Greg Goode,Republican,,0,False,,,,102882,
237,Baron P. Hill,Democratic,http://votesmart.org/canphoto/18466.jpg,85,False,2006,,,18466,
238,George T. Holland,Libertarian,,86,False,,,,109684,
239,William R. Larsen,Libertarian,http://votesmart.org/canphoto/34348.jpg,87,False,,,,34348,
240,Mark J. Leyva Sr.,Republican,http://votesmart.org/canphoto/18416.jpg,0,False,,,,18416,
241,Michael A. Montagano,Democratic,,0,False,,,,102818,
242,Mike Pence,Republican,http://votesmart.org/canphoto/34024.JPG,0,False,2006,,,34024,
243,Luke Puckett,Republican,,0,False,,,,102876,
244,Mary Etta Ruley,Democratic,,0,False,,,,102821,
245,David Eric Schansberg,Libertarian,,0,False,,,,66194,
246,Mike Sodrel,Republican,http://votesmart.org/canphoto/33988.JPG,0,False,,,,33988,
247,Mark Edward Souder,Republican,http://votesmart.org/canphoto/21780.JPG,0,False,2006,,,21780,
248,Peter J. Visclosky,Democratic,http://votesmart.org/canphoto/26851.JPG,0,False,2006,,,26851,
249,Mark Vogel,Libertarian,,0,False,,,,109654,
250,Barry A. Welsh,Democratic,http://votesmart.org/canphoto/34173.JPG,0,False,,,,34173,
251,Bob Anderson,Independence,http://votesmart.org/canphoto/109632.jpg,88,False,,,,109632,
252,Michele Bachmann,Republican,http://votesmart.org/canphoto/54675.jpg,0,False,2006,,,54675,
253,Michael Cummins,Republican,http://votesmart.org/canphoto/109044.jpg,89,False,,,,109044,
254,Brian J. Davis,Republican,,90,False,,,,108962,
255,Barb Davis White,Republican,,91,False,,,,109019,
256,David Dillon,Independence,http://votesmart.org/canphoto/108985.jpg,92,False,,,,108985,
257,Keith M. Ellison,Democratic/Farmer/Labor,http://votesmart.org/canphoto/38982.jpg,0,False,2006,,,38982,
258,John P. Kline,Republican,http://votesmart.org/canphoto/20311.jpg,93,False,2006,,,20311,
259,Ashwin Madia,Democratic/Farmer/Labor,,0,False,,,,108989,
260,Ed Matthews,Republican,http://votesmart.org/canphoto/108997.jpg,94,False,,,,108997,
261,Betty McCollum,Democratic/Farmer/Labor,http://votesmart.org/canphoto/3812.jpg,0,False,2006,,,3812,
262,William H.T. McGaughey Jr.,Independence,,0,False,,,,38820,
263,Glen R. Menze,Republican,http://votesmart.org/canphoto/54577.JPG,95,False,,,,54577,
264,Gregory D. Mikkelson,Independence,http://votesmart.org/canphoto/38768.JPG,0,False,,,,38768,
265,James L. Oberstar,Democratic/Farmer/Labor,http://votesmart.org/canphoto/26927.jpg,0,False,2006,,,26927,
266,Erik Paulsen,Republican,http://votesmart.org/canphoto/3833.JPG,0,False,2006,,,3833,
267,Collin C. Peterson,Democratic/Farmer/Labor,http://votesmart.org/canphoto/26926.JPG,0,False,2006,,,26926,
268,Steve Sarvi,Democratic/Farmer/Labor,http://votesmart.org/canphoto/108980.jpg,0,False,,,,108980,
269,Elwyn Tinklenberg,Democratic/Farmer/Labor,,0,False,,,,109041,
270,Timothy J. Walz,Democratic/Farmer/Labor,http://votesmart.org/canphoto/65443.JPG,0,False,2006,,,65443,
271,Harold H. Burbank II,Green Party,,96,False,,,,110708,
272,David J. Cappiello,Republican,http://votesmart.org/canphoto/7147.jpg,0,False,2006,,,7147,
273,Michael Anthony Carrano,Libertarian,,97,False,,,,110707,
274,Joseph D. Courtney,"Democratic, Working Families",http://votesmart.org/canphoto/30333.jpg,98,False,2006,,,30333,
275,Rosa L. DeLauro,"Democratic, Working Families",http://votesmart.org/canphoto/26788.jpg,99,False,2006,,,26788,
276,Gregory Scott Deshefy,Green Party,,0,False,,,,110706,
277,Richard Zeller Duffee,Green Party,http://votesmart.org/canphoto/68807.jpg,0,False,,,,68807,
278,Ralph A. Ferrucci,Green Party,http://votesmart.org/canphoto/30513.JPG,0,False,,,,30513,
279,Stephen E.D. Fournier,Green Party,,100,False,,,,110673,
280,Jim Himes,"Democratic, Working Families",,0,False,,,,106744,
281,Bo Itshaky,Republican,,0,False,,,,68390,
282,John B. Larson,"Democratic, Working Families",http://votesmart.org/canphoto/17188.JPG,0,False,2006,,,17188,
283,Christopher S. Murphy,"Democratic, Working Families",http://votesmart.org/canphoto/17189.jpg,0,False,2006,,,17189,
284,Christopher H. Shays,Republican,http://votesmart.org/canphoto/26789.jpg,0,False,2006,,,26789,
285,Sean P. Sullivan,Republican,http://votesmart.org/canphoto/106740.JPG,0,False,,,,106740,
286,Joe Visconti,Republican,,0,False,,,,105795,
287,Thomas L. Winn,Independent,,0,False,,,,110682,
288,Michael N. Castle,Republican,http://votesmart.org/canphoto/26792.jpg,101,False,2006,,,26792,
289,Karen M. Hartley-Nagle,Democratic,,0,False,,,,30685,
290,Mark Anthony Parks,Libertarian,,0,False,,,,110569,
291,Wendy S. Barth,Green Party,,102,False,,,,68966,
292,Leonard L. Boswell,Democratic,http://votesmart.org/canphoto/384.jpg,103,False,2006,,,384,
293,Bruce Braley,Democratic,http://votesmart.org/canphoto/57382.jpg,104,False,2006,,,57382,
294,Frank V. Forrestal,Socialist Workers Party,,0,False,,,,109797,
295,Becky Greenwald,Democratic,http://votesmart.org/canphoto/103297.bmp,105,False,,,,103297,
296,David Hartsuch,Republican,http://votesmart.org/canphoto/57127.JPG,0,False,,,,57127,
297,Rob Hubler,Democratic,http://votesmart.org/canphoto/103300.bmp,106,False,,,,103300,
298,Steve A. King,Republican,http://votesmart.org/canphoto/10853.JPG,0,False,2006,,,10853,
299,Thomas P. Latham,Republican,http://votesmart.org/canphoto/22175.gif,0,False,2006,,,22175,
300,Dave W. Loebsack,Democratic,http://votesmart.org/canphoto/68964.jpg,0,False,2006,,,68964,
301,Mariannette Miller-Meeks,Republican,http://votesmart.org/canphoto/103294.bmp,0,False,,,,103294,
302,Kim Schmett,Republican,http://votesmart.org/canphoto/103296.bmp,0,False,,,,103296,
303,Victor Vara,Independent,,0,False,,,,110407,
304,Brian White,Nominated by Petition,http://votesmart.org/canphoto/109796.bmp,0,False,,,,109796,
305,Robert G. Abboud,Democratic,http://votesmart.org/canphoto/101646.jpg,107,False,,,,101646,
306,Steve Alesch,Green,,108,False,,,,101631,
307,Alan Augustson,Green,,109,False,,,,101609,
308,Melissa Bean,Democratic,http://votesmart.org/canphoto/33448.jpg,110,False,2006,,,33448,
309,Judy Biggert,Republican,http://votesmart.org/canphoto/6298.jpg,0,False,2006,,,6298,
310,Colleen Callahan,Democratic,,111,False,,,,106318,
311,Jerry F. Costello,Democratic,http://votesmart.org/canphoto/26849.JPG,112,False,2006,,,26849,
312,Stephen G Cox,Democratic,http://votesmart.org/canphoto/101644.jpg,113,False,,,,101644,
313,Daniel Cunningham,Republican,,114,False,,,,106298,
314,Daniel Davis,Democratic,,115,False,,,,101658,
315,Danny K. Davis,Democratic,http://votesmart.org/canphoto/233.jpg,116,False,2006,,,233,
316,Troy Dennis,Green Party,,0,False,,,,106317,
317,Rahm Emanuel,Democratic,http://votesmart.org/canphoto/33530.jpg,0,False,2006,,,33530,
318,Bill Foster,Democratic,,117,False,2008,,,101632,
319,Steve Greenberg,Republican,,0,False,,,,101615,
320,Luis V. Gutierrez,Democratic,http://votesmart.org/canphoto/26841.JPG,0,False,2006,,,26841,
321,Deborah Halvorson,Democratic,http://votesmart.org/canphoto/9531.jpg,118,False,2002,,,9531,
322,Tom Hanson,Republican,http://votesmart.org/canphoto/33366.jpg,0,False,,,,33366,
323,Phil G. Hare,Democratic,http://votesmart.org/canphoto/66451.jpg,119,False,2006,,,66451,
324,Scott Harper,Democratic,,0,False,,,,101629,
325,Michael Hawkins,Republican,,120,False,,,,101603,
326,Jesse Louis Jackson Jr.,Democratic,http://votesmart.org/canphoto/72.JPG,121,False,2006,,,72,
327,Rodger W. Jennings,Green,,0,False,,,,101628,
328,Timothy V. Johnson,Republican,http://votesmart.org/canphoto/6338.JPG,0,False,2006,,,6338,
329,Mark Steven Kirk,Republican,http://votesmart.org/canphoto/33502.JPG,122,False,2006,,,33502,
330,Daniel William Lipinski,Democratic,http://votesmart.org/canphoto/33692.JPG,0,False,2006,,,33692,
331,Omar N. LÃ³pez,Green,,0,False,,,,106299,
332,Donald A. Manzullo,Republican,http://votesmart.org/canphoto/26843.jpg,0,False,2006,,,26843,
333,Antoine Members,Republican,,123,False,,,,101597,
334,Steve Miller,Republican,http://votesmart.org/canphoto/106302.jpg,0,False,,,,106302,
335,Jill Morgenthaler,Democratic,,124,False,,,,101611,
336,Jim Oberweis,Republican,,0,False,,,,33522,
337,Marty Ozinga,Republican,,0,False,,,,106305,
338,Jerome Pohlen,Green,http://votesmart.org/canphoto/101604.jpeg,0,False,,,,101604,
339,Timmy Jay Richardson Jr.,Republican,,0,False,,,,101627,
340,Peter J. Roskam,Republican,http://votesmart.org/canphoto/6382.jpg,0,False,2006,,,6382,
341,Bobby L. Rush,Democratic,http://votesmart.org/canphoto/26831.jpg,0,False,2006,,,26831,
342,Sheldon Schafer,Green,http://votesmart.org/canphoto/106320.jpg,0,False,,,,106320,
343,Janice D. Schakowsky,Democratic,http://votesmart.org/canphoto/6387.jpg,125,False,2006,,,6387,
344,Aaron Schock,Republican,http://votesmart.org/canphoto/33428.jpg,0,False,2004,,,33428,
345,Daniel J. Seals,Democratic,http://votesmart.org/canphoto/57393.JPG,0,False,,,,57393,
346,Morris Shanfield,Green,http://votesmart.org/canphoto/101619.jpg,0,False,,,,101619,
347,John M. Shimkus,Republican,http://votesmart.org/canphoto/246.JPG,0,False,2006,,,246,
348,Scott K. Summers,Green,http://votesmart.org/canphoto/33318.JPG,0,False,,,,33318,
349,Jason M. Wallace,Green,http://votesmart.org/canphoto/101626.jpg,0,False,,,,101626,
350,Anthony W. Williams,Republican,,0,False,,,,33321,
351,Michael Benjamin Younan,Republican,http://votesmart.org/canphoto/60480.jpg,0,False,,,,60480,
352,Willis Gene Adkins,Libertarian,http://votesmart.org/canphoto/108411.jpg,126,False,,,,108411,
353,Teresa Sue Bratton,Democratic,http://votesmart.org/canphoto/102911.jpg,127,False,,,,102911,
354,Will Breazeale,Republican,http://votesmart.org/canphoto/102912.jpg,128,False,,,,102912,
355,George K. Butterfield Jr.,Democratic,http://votesmart.org/canphoto/41077.JPG,129,False,2006,,,41077,
356,Roy Carter,Democratic,,130,False,,,,102903,
357,Tyrus Cobb Jr.,Republican,http://votesmart.org/canphoto/102938.bmp,131,False,,,,102938,
358,John Howard Coble,Republican,http://votesmart.org/canphoto/27001.jpg,0,False,2006,,,27001,
359,Bob R. Etheridge,Democratic,http://votesmart.org/canphoto/118.JPG,0,False,2006,,,118,
360,Virginia Ann Foxx,Republican,http://votesmart.org/canphoto/6051.jpg,0,False,2006,,,6051,
361,Andy Grum,Libertarian,http://votesmart.org/canphoto/41387.jpg,132,False,,,,41387,
362,Robert C. Hayes,Republican,http://votesmart.org/canphoto/1641.JPG,133,False,2006,,,1641,
363,Daniel Johnson,Democratic,http://votesmart.org/canphoto/102931.jpg,134,False,,,,102931,
364,Walter Beaman Jones Jr.,Republican,http://votesmart.org/canphoto/21785.jpg,135,False,2006,,,21785,
365,Lawrence Webb Kissell,Democratic,http://votesmart.org/canphoto/57769.JPG,0,False,,,,57769,
366,William Lawson Jr.,Republican,http://votesmart.org/canphoto/102902.jpg,136,False,,,,102902,
367,Danny Eugene Mansell,Republican,http://votesmart.org/canphoto/20994.jpg,0,False,,,,20994,
368,Patrick T. McHenry,Republican,http://votesmart.org/canphoto/21031.jpg,0,False,2006,,,21031,
369,Douglas Carmichael McIntyre,Democratic,http://votesmart.org/canphoto/153.jpg,0,False,2006,,,153,
370,Ralph Bradley Miller,Democratic,http://votesmart.org/canphoto/10205.JPG,137,False,2006,,,10205,
371,Carl Mumpower III,Republican,http://votesmart.org/canphoto/73326.jpg,138,False,,,,73326,
372,Suellen W. Myrick,Republican,http://votesmart.org/canphoto/21789.JPG,0,False,2006,,,21789,
373,David Eugene Price,Democratic,http://votesmart.org/canphoto/119.jpg,0,False,2006,,,119,
374,Joseph Heath Shuler,Democratic,http://votesmart.org/canphoto/57781.jpg,0,False,2006,,,57781,
375,Keith Smith,Libertarian,,0,False,,,,108551,
376,William A. Stephens,Republican,http://votesmart.org/canphoto/102893.jpg,0,False,,,,102893,
377,Harry Taylor,Democratic,http://votesmart.org/canphoto/102927.jpg,0,False,,,,102927,
378,Melvin Luther Watt,Democratic,http://votesmart.org/canphoto/26997.jpg,0,False,2006,,,26997,
379,Craig P. Weber,Democratic,http://votesmart.org/canphoto/57011.JPG,0,False,,,,57011,
380,Hugh B. Webster,Republican,http://votesmart.org/canphoto/5933.JPG,0,False,,,,5933,
381,Carmine A. Morano,Independence,,139,False,,,,110306,
382,Gary L. Ackerman,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/26970.JPG,140,False,2006,,,26970,
383,Michael A. Arcuri,"Democratic, Working Families",http://votesmart.org/canphoto/67657.jpg,141,False,2006,,,67657,
384,Elizabeth Berney,Republican,http://votesmart.org/canphoto/110274.JPG,0,False,,,,110274,
385,Timothy H. Bishop,"Democratic, Independence, Working Families, Independent",http://votesmart.org/canphoto/44518.JPG,142,False,2006,,,44518,
386,William E. Britt Jr.,"Republican, Conservative",,143,False,,,,23117,
387,James R. Buhrmaster,"Republican, Conservative",,144,False,,,,110335,
388,Hugh C. Carr,Republican,,145,False,,,,110294,
389,Yvette D. Clarke,"Democratic, Working Families",http://votesmart.org/canphoto/44741.jpg,0,False,2006,,,44741,
390,Timothy J. Cochrane,Conservative,,0,False,,,,110795,
391,David W. Crimmen,"Republican, Conservative",,146,False,,,,110359,
392,Joseph Crowley,"Democratic, Working Families",http://votesmart.org/canphoto/4295.jpg,0,False,2006,,,4295,
393,Edward M. Daniels,Republican,http://votesmart.org/canphoto/44619.JPG,147,False,,,,44619,
394,Alfred F. Donohue,Conservative,http://votesmart.org/canphoto/44649.JPG,148,False,,,,44649,
395,Eliot L. Engel,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/26972.jpg,149,False,2006,,,26972,
396,Kirsten E. Gillibrand,"Democratic, Working Families",http://votesmart.org/canphoto/65147.jpg,150,False,2006,,,65147,
397,Robert M. Goodman,"Republican, Conservative",,0,False,,,,44197,
398,Cartrell Gore,Conservative,http://votesmart.org/canphoto/55154.JPG,0,False,,,,55154,
399,Salvatore Grupico,"Republican, Conservative",,151,False,,,,44576,
400,John Hall,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/69119.jpg,152,False,2006,,,69119,
401,Richard L. Hanna,"Republican, Conservative, Independence",,0,False,,,,110344,
402,Howie Hawkins,Green Populist,http://votesmart.org/canphoto/1019.JPG,153,False,,,,1019,
403,Robert G. Heim,Republican,,154,False,,,,66878,
404,Brian M. Higgins,"Democratic, Working Families",,155,False,2006,,,23127,
405,Maurice D. Hinchey,"Democratic, Independence, Working Families",http://votesmart.org/canphoto/26989.jpg,156,False,2006,,,26989,
406,Daniel J. Humiston,"Republican, Independence",,0,False,,,,110356,
